strain,character_state,character_state_annotation
GCA_002180275.1,0,0 copies
GCA_003287245.1,0,0 copies
GCA_002860085.1,0,0 copies
GCA_003346835.1,0,0 copies
GCA_000493755.1,0,0 copies
GCA_003073875.1,0,0 copies
GCA_000784925.1,0,0 copies
GCA_002860105.1,0,0 copies
GCA_001051135.1,0,0 copies
GCA_000464955.2,0,0 copies
GCA_001900615.1,0,0 copies
GCA_003112165.1,0,0 copies
GCA_000285655.3,0,0 copies
GCA_001021615.1,0,0 copies
GCA_002012225.1,0,0 copies
GCA_001900415.1,0,0 copies
GCA_001901105.1,0,0 copies
GCA_001901365.1,0,0 copies
GCA_001039415.1,0,0 copies
GCA_000725265.1,0,0 copies
GCA_001029125.1,0,0 copies
GCA_002285755.1,0,0 copies
GCA_000007445.1,0,0 copies
GCA_002012125.1,0,0 copies
GCA_001901215.1,0,0 copies
GCA_002224625.1,0,0 copies
GCA_001900655.1,0,0 copies
GCA_002201835.1,0,0 copies
GCA_001900495.1,0,0 copies
GCA_003570765.1,0,0 copies
GCA_001900375.1,0,0 copies
GCA_003112245.1,0,0 copies
GCA_001901445.1,0,0 copies
GCA_003433275.1,0,0 copies
GCA_001900535.1,0,0 copies
GCA_001901005.1,0,0 copies
GCA_002850675.4,0,0 copies
GCA_002240075.1,0,0 copies
GCA_000026285.2,0,0 copies
GCA_003112145.1,0,0 copies
GCA_000971615.1,0,0 copies
GCA_000468515.1,0,0 copies
GCA_000800845.2,0,0 copies
GCA_003111785.1,0,0 copies
GCA_002788295.1,0,0 copies
GCA_002310555.1,0,0 copies
GCA_002863665.1,0,0 copies
GCA_001663475.1,0,0 copies
GCA_002966755.1,0,0 copies
GCA_003591595.1,0,0 copies
GCA_001515725.1,0,0 copies
GCA_002215095.1,0,0 copies
GCA_003571785.1,0,0 copies
GCA_001559635.1,0,0 copies
GCA_003112185.1,0,0 copies
GCA_002180055.1,0,0 copies
GCA_000013305.1,0,0 copies
GCA_002716885.1,0,0 copies
GCA_002763995.1,0,0 copies
GCA_000013265.1,0,0 copies
GCA_002786655.1,0,0 copies
GCA_002215115.1,0,0 copies
GCA_003030245.1,0,0 copies
