strain,character_state,character_state_annotation
STPY.0321.00170,1,1 copies
STPY.0321.00106,1,1 copies
STPY.0321.00014,1,1 copies
STPY.0321.00200,0,0 copies
STPY.0321.00035,1,1 copies
STPY.0321.00016,1,1 copies
STPY.0321.00111,0,0 copies
STPY.0321.00189,1,1 copies
STPY.0321.00087,1,1 copies
STPY.0321.00005,1,1 copies
STPY.0321.00054,1,1 copies
STPY.0321.00050,1,1 copies
STPY.0321.00033,0,0 copies
STPY.0321.00145,1,1 copies
STPY.0321.00020,0,0 copies
STPY.0321.00139,0,0 copies
STPY.0321.00177,1,1 copies
STPY.0321.00056,1,1 copies
STPY.0321.00130,1,1 copies
STPY.0321.00108,1,1 copies
STPY.0321.00180,0,0 copies
STPY.0321.00026,0,0 copies
STPY.0321.00192,0,0 copies
STPY.0321.00103,0,0 copies
STPY.0321.00007,1,1 copies
STPY.0321.00058,1,1 copies
STPY.0321.00201,0,0 copies
STPY.0321.00132,0,0 copies
STPY.0321.00003,1,1 copies
STPY.0321.00090,1,1 copies
STPY.0321.00015,1,1 copies
STPY.0321.00049,1,1 copies
STPY.0321.00110,0,0 copies
STPY.0321.00077,1,1 copies
STPY.0321.00112,1,1 copies
STPY.0321.00105,1,1 copies
STPY.0321.00140,1,1 copies
STPY.0321.00147,0,0 copies
STPY.0321.00023,1,1 copies
STPY.0321.00168,1,1 copies
STPY.0321.00074,1,1 copies
STPY.0321.00182,1,1 copies
STPY.0321.00044,1,1 copies
STPY.0321.00009,1,1 copies
STPY.0321.00010,1,1 copies
STPY.0321.00152,1,1 copies
STPY.0321.00037,0,0 copies
STPY.0321.00069,1,1 copies
STPY.0321.00144,1,1 copies
STPY.0321.00219,1,1 copies
STPY.0321.00138,1,1 copies
STPY.0321.00215,1,1 copies
STPY.0321.00072,1,1 copies
STPY.0321.00191,0,0 copies
STPY.0321.00030,1,1 copies
STPY.0321.00207,1,1 copies
STPY.0321.00101,0,0 copies
STPY.0321.00034,0,0 copies
STPY.0321.00203,1,1 copies
STPY.0321.00185,0,0 copies
STPY.0321.00208,1,1 copies
STPY.0321.00193,1,1 copies
STPY.0321.00038,0,0 copies
STPY.0321.00052,1,1 copies
STPY.0321.00073,1,1 copies
STPY.0321.00154,1,1 copies
STPY.0321.00151,1,1 copies
STPY.0321.00088,0,0 copies
STPY.0321.00080,1,1 copies
STPY.0321.00116,0,0 copies
STPY.0321.00095,1,1 copies
STPY.0321.00031,1,1 copies
STPY.0321.00019,1,1 copies
STPY.0321.00125,0,0 copies
STPY.0321.00126,0,0 copies
STPY.0321.00167,1,1 copies
STPY.0321.00217,1,1 copies
STPY.0321.00091,1,1 copies
STPY.0321.00119,1,1 copies
STPY.0321.00134,1,1 copies
STPY.0321.00209,1,1 copies
STPY.0321.00028,1,1 copies
STPY.0321.00036,1,1 copies
STPY.0321.00008,0,0 copies
STPY.0321.00218,0,0 copies
STPY.0321.00163,0,0 copies
STPY.0321.00021,1,1 copies
STPY.0321.00216,1,1 copies
STPY.0321.00053,1,1 copies
STPY.0321.00206,1,1 copies
STPY.0321.00202,1,1 copies
STPY.0321.00204,0,0 copies
STPY.0321.00160,1,1 copies
STPY.0321.00083,0,0 copies
STPY.0321.00098,1,1 copies
STPY.0321.00136,1,1 copies
STPY.0321.00081,1,1 copies
STPY.0321.00061,1,1 copies
STPY.0321.00004,0,0 copies
STPY.0321.00075,1,1 copies
STPY.0321.00093,1,1 copies
STPY.0321.00150,0,0 copies
STPY.0321.00032,1,1 copies
STPY.0321.00153,0,0 copies
STPY.0321.00131,0,0 copies
STPY.0321.00089,1,1 copies
STPY.0321.00039,1,1 copies
STPY.0321.00213,0,0 copies
STPY.0321.00042,1,1 copies
STPY.0321.00178,0,0 copies
STPY.0321.00114,1,1 copies
STPY.0321.00210,1,1 copies
STPY.0321.00057,1,1 copies
STPY.0321.00063,0,0 copies
STPY.0321.00100,1,1 copies
STPY.0321.00084,1,1 copies
STPY.0321.00012,1,1 copies
STPY.0321.00078,1,1 copies
STPY.0321.00113,1,1 copies
STPY.0321.00122,1,1 copies
STPY.0321.00162,0,0 copies
STPY.0321.00123,0,0 copies
STPY.0321.00133,0,0 copies
STPY.0321.00121,1,1 copies
STPY.0321.00169,1,1 copies
STPY.0321.00068,1,1 copies
STPY.0321.00161,1,1 copies
STPY.0321.00046,1,1 copies
STPY.0321.00117,0,0 copies
STPY.0321.00076,1,1 copies
STPY.0321.00179,1,1 copies
STPY.0321.00190,1,1 copies
STPY.0321.00187,0,0 copies
STPY.0321.00120,1,1 copies
STPY.0321.00051,1,1 copies
STPY.0321.00002,1,1 copies
STPY.0321.00097,1,1 copies
STPY.0321.00024,1,1 copies
STPY.0321.00085,1,1 copies
STPY.0321.00172,1,1 copies
STPY.0321.00013,1,1 copies
