strain,character_state,character_state_annotation
STPY.0321.00027,0,adjacency exists
STPY.0321.00211,0,adjacency exists
STPY.0321.00107,0,adjacency exists
STPY.0321.00178,0,adjacency exists
STPY.0321.00010,0,adjacency exists
STPY.0321.00139,0,adjacency exists
STPY.0321.00051,0,adjacency exists
STPY.0321.00151,0,adjacency exists
STPY.0321.00092,0,adjacency exists
STPY.0321.00163,0,adjacency exists
STPY.0321.00054,0,adjacency exists
STPY.0321.00059,0,adjacency exists
STPY.0321.00180,0,adjacency exists
STPY.0321.00165,0,adjacency exists
STPY.0321.00172,0,adjacency exists
STPY.0321.00134,0,adjacency exists
STPY.0321.00100,0,adjacency exists
STPY.0321.00053,0,adjacency exists
STPY.0321.00069,0,adjacency exists
STPY.0321.00011,0,adjacency exists
STPY.0321.00071,0,adjacency exists
STPY.0321.00188,0,adjacency exists
STPY.0321.00076,0,adjacency exists
STPY.0321.00050,0,adjacency exists
STPY.0321.00150,0,adjacency exists
STPY.0321.00099,0,adjacency exists
STPY.0321.00056,0,adjacency exists
STPY.0321.00008,0,adjacency exists
STPY.0321.00207,0,adjacency exists
STPY.0321.00182,0,adjacency exists
STPY.0321.00219,0,adjacency exists
STPY.0321.00209,0,adjacency exists
STPY.0321.00039,0,adjacency exists
STPY.0321.00097,0,adjacency exists
STPY.0321.00098,0,adjacency exists
STPY.0321.00140,0,adjacency exists
STPY.0321.00070,0,adjacency exists
STPY.0321.00123,0,adjacency exists
STPY.0321.00119,0,adjacency exists
STPY.0321.00094,0,adjacency exists
STPY.0321.00079,0,adjacency exists
STPY.0321.00106,0,adjacency exists
STPY.0321.00160,0,adjacency exists
STPY.0321.00184,0,adjacency exists
STPY.0321.00001,0,adjacency exists
STPY.0321.00176,3,inversion between 51h-52t and 101h-103t
STPY.0321.00131,0,adjacency exists
STPY.0321.00145,0,adjacency exists
STPY.0321.00102,0,adjacency exists
STPY.0321.00170,0,adjacency exists
STPY.0321.00019,0,adjacency exists
STPY.0321.00062,0,adjacency exists
STPY.0321.00197,0,adjacency exists
STPY.0321.00112,0,adjacency exists
STPY.0321.00183,0,adjacency exists
STPY.0321.00120,0,adjacency exists
STPY.0321.00193,0,adjacency exists
STPY.0321.00007,0,adjacency exists
STPY.0321.00022,0,adjacency exists
STPY.0321.00128,0,adjacency exists
STPY.0321.00152,0,adjacency exists
STPY.0321.00084,0,adjacency exists
STPY.0321.00012,0,adjacency exists
STPY.0321.00041,0,adjacency exists
STPY.0321.00023,0,adjacency exists
STPY.0321.00154,0,adjacency exists
STPY.0321.00198,0,adjacency exists
STPY.0321.00015,0,adjacency exists
