strain,character_state,character_state_annotation
STPY.0321.00102,0,0 copies
STPY.0321.00080,0,0 copies
STPY.0321.00076,0,0 copies
STPY.0321.00211,0,0 copies
STPY.0321.00024,0,0 copies
STPY.0321.00109,0,0 copies
STPY.0321.00176,0,0 copies
STPY.0321.00125,0,0 copies
STPY.0321.00113,0,0 copies
STPY.0321.00153,0,0 copies
STPY.0321.00023,0,0 copies
STPY.0321.00165,0,0 copies
STPY.0321.00068,0,0 copies
STPY.0321.00158,0,0 copies
STPY.0321.00004,0,0 copies
STPY.0321.00010,0,0 copies
STPY.0321.00198,0,0 copies
STPY.0321.00148,0,0 copies
STPY.0321.00204,0,0 copies
STPY.0321.00035,0,0 copies
STPY.0321.00111,0,0 copies
STPY.0321.00015,1,1 copies
STPY.0321.00052,0,0 copies
STPY.0321.00193,0,0 copies
STPY.0321.00179,0,0 copies
STPY.0321.00208,0,0 copies
STPY.0321.00145,0,0 copies
STPY.0321.00135,0,0 copies
STPY.0321.00130,0,0 copies
STPY.0321.00021,0,0 copies
STPY.0321.00095,0,0 copies
STPY.0321.00070,0,0 copies
STPY.0321.00047,0,0 copies
STPY.0321.00174,0,0 copies
STPY.0321.00062,0,0 copies
STPY.0321.00138,0,0 copies
STPY.0321.00061,0,0 copies
STPY.0321.00011,0,0 copies
STPY.0321.00203,0,0 copies
STPY.0321.00093,0,0 copies
STPY.0321.00033,0,0 copies
STPY.0321.00164,0,0 copies
STPY.0321.00100,0,0 copies
STPY.0321.00124,0,0 copies
STPY.0321.00182,0,0 copies
STPY.0321.00172,0,0 copies
STPY.0321.00085,1,1 copies
STPY.0321.00040,0,0 copies
STPY.0321.00020,0,0 copies
STPY.0321.00017,0,0 copies
STPY.0321.00063,0,0 copies
STPY.0321.00212,0,0 copies
STPY.0321.00029,0,0 copies
STPY.0321.00119,0,0 copies
STPY.0321.00132,0,0 copies
STPY.0321.00071,0,0 copies
STPY.0321.00185,0,0 copies
STPY.0321.00142,0,0 copies
STPY.0321.00019,0,0 copies
STPY.0321.00077,0,0 copies
STPY.0321.00013,0,0 copies
STPY.0321.00157,0,0 copies
STPY.0321.00084,0,0 copies
STPY.0321.00034,0,0 copies
STPY.0321.00008,0,0 copies
STPY.0321.00214,0,0 copies
STPY.0321.00087,0,0 copies
STPY.0321.00184,0,0 copies
STPY.0321.00177,0,0 copies
STPY.0321.00216,0,0 copies
STPY.0321.00060,0,0 copies
STPY.0321.00039,0,0 copies
STPY.0321.00169,0,0 copies
STPY.0321.00196,0,0 copies
STPY.0321.00180,0,0 copies
STPY.0321.00043,0,0 copies
STPY.0321.00046,0,0 copies
STPY.0321.00012,0,0 copies
STPY.0321.00022,0,0 copies
STPY.0321.00089,0,0 copies
STPY.0321.00116,0,0 copies
STPY.0321.00197,0,0 copies
STPY.0321.00120,0,0 copies
STPY.0321.00096,0,0 copies
STPY.0321.00058,0,0 copies
STPY.0321.00005,0,0 copies
STPY.0321.00131,0,0 copies
STPY.0321.00218,0,0 copies
STPY.0321.00104,0,0 copies
STPY.0321.00162,0,0 copies
STPY.0321.00027,0,0 copies
STPY.0321.00219,0,0 copies
STPY.0321.00170,0,0 copies
STPY.0321.00099,0,0 copies
STPY.0321.00143,0,0 copies
STPY.0321.00098,0,0 copies
STPY.0321.00041,0,0 copies
STPY.0321.00056,0,0 copies
STPY.0321.00210,0,0 copies
STPY.0321.00108,0,0 copies
STPY.0321.00036,0,0 copies
STPY.0321.00059,0,0 copies
STPY.0321.00122,0,0 copies
STPY.0321.00048,0,0 copies
STPY.0321.00083,0,0 copies
STPY.0321.00114,0,0 copies
STPY.0321.00128,0,0 copies
STPY.0321.00195,0,0 copies
STPY.0321.00054,0,0 copies
STPY.0321.00025,0,0 copies
STPY.0321.00018,0,0 copies
STPY.0321.00050,0,0 copies
STPY.0321.00199,0,0 copies
STPY.0321.00139,0,0 copies
STPY.0321.00001,0,0 copies
STPY.0321.00030,0,0 copies
STPY.0321.00118,0,0 copies
STPY.0321.00150,0,0 copies
STPY.0321.00006,0,0 copies
STPY.0321.00159,0,0 copies
STPY.0321.00009,0,0 copies
STPY.0321.00112,0,0 copies
STPY.0321.00074,0,0 copies
STPY.0321.00134,0,0 copies
STPY.0321.00207,0,0 copies
STPY.0321.00175,0,0 copies
